tweet text,location
"RT @LollipopCrumbs: If the environment were a bank, it would have been saved by now. #Bernie2016 #FeeltheBern https://t.co/blgIcIw3xC",MA
LIVE on #Periscope: #tedcruz #glennbeck  https://t.co/MRMh9EtoKJ,WA
RT @Mediaite: Trump Spokeswoman's Twitter History Is a Goldmine of Embarrassment https://t.co/nKYmclIMF7 https://t.co/VUYj7JUojZ,CA
RT @Conservativeind: Trump's most outrageous statement yet... will it matter? https://t.co/T6HHMGGX9a #NHPolitics #FITN #tcot https://t.co/…,GA
"You can't ""only support"" his economic platform. A vote for trump is a go-ahead for him to murder his enemies, domestic or abroad.",PA
"RT @vivelafra: @DanScavino @realDonaldTrump 
FRONT PAGE: ""TRUMP WINS IN LANDSLIDE""
New York Times - November 9, 2016
#Trump2016 https://t.c…",NY
"RT @andylevy: trump, clinton AND bloomberg running for president? pinch me, i must be dreaming! seriously, pinch me i want to wake up from …",NC
@BernieSanders Why isn't there encouragement from Dems to try to become rich &amp; more successful instead of acting like folks can't do more?,GA
"RT @rickwtyler: .@realDonaldTrump You gave Democrats $580,000 including @HillaryClinton. https://t.co/WkKSIC2ZnX",AZ
RT @Joymar27: @azblonde2015 thank God for @realDonaldTrump,TX
Pella rally is really great. @realDonaldTrump speaking from the heart as usual...good stuff,NC
"RT @MarchForBernie: .@BernieSanders GO, #Bernie2016! JOIN THE REVOLUTION!",KY
"RT @WayneDupreeShow: My Response to NRO#Gangof22, Glenn Beck hatred toward Donald Trump https://t.co/kS6YJA0Rxm via #TrumpTrain #Trump2016 …",CA
Trump says he could 'shoot somebody' and still maintain support https://t.co/l8M5XWjHhV via @msnbc/ Because his followers are ignorant.,CA
Wait..Clinton was the first black president..Obama was the first gay president so said @TIME  https://t.co/ufz9YXxumZ,NM
Glenn Beck endorses Ted Cruz for president: Glenn Beck made his first presidential endorsement ever -- for Ted Cruz. https://t.co/Cdng4o25td,OH
@THEREALRTU is it Donald trump,CA
RT @PamelaGeller: Blog: Donald Trump and freedom of speech: he's no champion https://t.co/2UA4dts7NW,IN
"RT @realDonaldTrump: Heading now to Pella, Iowa. Big crowd! Remember, Trump is a big buyer of Pella windows. See you soon!",IL
Glenn Beck endorses Ted Cruz for president https://t.co/cIt8PVaWSP,FL
"You should see the things Hillary has in her closet. Trust me, you don't want her in the White House.  https://t.co/Vkk8tv5b0q",MD
Sharla's Labyrinth: Back to square one with Donald Trump 'Carnival Bar... https://t.co/fTZMUxHkKo #Gutfeld #RedEye,NV
He needs to be excused from this job because there is another one that he is better sited for. Trump's gate keeper. https://t.co/YdhVIx6S29,NY
"RT @Fifty1stState: @BernieSanders Predicted 2 Win Election! https://t.co/rkImNnC8tJ @POTUS #FeelTheBern  
@SenSanders @BernieBrigade https:…",MI
Glenn Beck endorses Ted Cruz for president https://t.co/ZDGvK7CTfs,TN
RT @TwitchyTeam: Ted Cruz left 'speechless' by Glenn Beck's endorsement in Iowa https://t.co/fuyZL7aI1A,IN
"RT @elongreen: @crushingbort i hope in a year Trump publishes a book called ""How I Ran For President Just to Fuck With Jeb Bush But It Got …",CA
"@realDonaldTrump Maybe if your Mommy would have love you more, you would have turned out to be a better person.",OR
I am revoking my statement about @glennbeck &amp; common sense tweeted earlier today #Election2016  https://t.co/kbUJLBMCta,FL
"#Rubio #Carson voters should be with #Cruz by now, then itd be over and #Trump would become a distant memory.. #2016 https://t.co/v1LUMiSpAb",FL
"@DBloom451 @MJosephSheppard @TrumpStudents @tedcruz So what, won't make him less of an American Citizen.",CO
RT @costareports: scoop: former Carson campaign manager Barry Bennett is quietly advising Trump's top aides https://t.co/RTtin8ncLt,WA
RT @Bernie_Sanders_: Why African Americans are on FIRE for #BernieSanders  https://t.co/3cPHooITiW,NM
"RT @garyinlv01: Please Caucus for Trump Get out and Vote we really can't afford any more special interest, camped out in the WH https://t.c…",NY
"He speaks correctly on a few issues, but I get the feeling Trump is just a troll who doesn't even believe his own words.",NY
This is borderline unreal. Just cant even believe this. For Chuck Grassley to stump for Trump....golly  https://t.co/1U3Ajmlye8,IA
"RT @paleofuture: ""I could stand in the middle of 5th Avenue and shoot somebody and I wouldn't lose any voters..."" - Donald J. Trump https:/…",MA
"RT @andylevy: trump, clinton AND bloomberg running for president? pinch me, i must be dreaming! seriously, pinch me i want to wake up from …",NC
#TheCEOpundit Glenn Beck endorses Ted Cruz for president: Glenn Beck made his first presidential endorsement e... https://t.co/EZQ8L4iLom,GA
"We have a top class, an underclass, an underunderclass, and an underunderunderclass. How about government for all? https://t.co/fym50AJbcA",OR
I ALWAYS LIKED SENATOR GRASSLEY !!!!     THANK YOU SENATOR  !!!!!!!  https://t.co/KMY1gOqHi9,NY
"RT @CNN: ""I'm a Bernie (@BernieSanders) guy,"" Art Garfunkel tells @smerconish https://t.co/oh1ixieVQV",PA
"@PsyMar Disagree. I loathe Cruz, but Trump is a whole different level of awfulness.",CO
RT @scollan_ruth: Very wrong. Very scary. #DumpTrump  https://t.co/u1G2NQ6tR1,TX
"RT @FL4TRUMPDOTCOM: Kerry, you're FIRED. Trump : ""Never happen on my WATCH"" @realDonaldTrump @SpecialKMB1969 @BarbMuenchen @Carolde #FL4 ht…",PA
"RT @LandmanMarius: Trump cannot be bought, owes nobody anything. Yet the conservative Fox group hates him. What the hell is wrong USA? http…",TX
RT @KLSouth: Whoa. https://t.co/nTQdbXszxP,MA
RT @Erin_Kella: I will vouch for this book! Couldn't put it down!  https://t.co/LiswFCv2LW,CO
"@KatrinaPierson @realDonaldTrump this gives Veterans with Service Disabilities a preference in Government Contracts, not a guarantee",FL
"RT @chrisgeidner: Cruz to Trump: ""I'll take your Chuck Grassley, and see you a Glenn Beck."" https://t.co/VPzNB0Eq8z",NY
How @TedCruz Would Balance the Budget &amp; Free Us from a Tyrannical Federal Govt!!!: https://t.co/9Y29G53BLp #PJNET https://t.co/xQt5jkKDR4,FL
"RT @realDonaldTrump: For the great people of Iowa, find your #IACaucus location at https://t.co/3KWOl20zMm. So important to vote! #MakeAmer…",IL
RT @stalebread72: emily. 15.🐬🌴 mhs '18. pisces.♓️ intersectional feminist.💖 twenty one pilots.🌸 halsey is my mom.🌸 #feelthebern✌️☮😎 https:/…,TN
This Is A Thing Donald Trump Just Said. For Real. This Is Real Life. | Mother Jones https://t.co/CcH79PLse3,NC
RT @YocumElaine: Trump love his supporters !!! https://t.co/Ju2htvO43p,AL
"Thank you, Voldemort, for this daily dose of bigotry. Where was your Almighty Trump's mother born? https://t.co/hVbdBHIQ0s",NC
"RT @costareports: Grassley just used phrase ""make America great again"" in Trump rally speech. No endorsement so far but an echo.",NY
RT @JGreenDC: Would you stop being a @realDonaldTrump supporter if he publicly killed someone?,GA
RT @TheGayTimes: https://t.co/Cr5RbvLQyn Demi Lovato's Response To The Possibility Of Donald Trump Becoming President Is EVERYTHING!,VA
"""In the mouth of the foolish is a rod of pride: but the lips of the wise shall preserve them."" - Proverbs 14:3    https://t.co/oR69N7Y2gl",KY
"Trump: ""Glenn Beck, every time I see him he's crying, he's a wack job. ... What a mess. Man.""",WA
"RT @Trump2016News: NEW Reuters 5-day poll!

Trump 41%
Cruz 10.5
Carson 10
Bush 9
Rubio 7

Great!

https://t.co/WeCNZRNCvx https://t.co/7MXw…",MA
RT @ChuckLane1: Touched bottom yet? https://t.co/4qxiU4I1OH,WA
RT @ralanbarker: Pella rally is really great. @realDonaldTrump speaking from the heart as usual...good stuff,CT
"RT @stanlwilliams: .@BernieSanders on the campaign trail in Clinton, IA. Standing rm only crowd #FeelTheBern #IACaucus @NationalNurses http…",TX
Glenn Beck endorses Ted Cruz for president: Glenn Beck made his first presidential endorsement ever... https://t.co/8NKIEKUkUu @demoski02,TX
"RT @Rockprincess818: Seriously, everyone gets Trump's 5th ave shooting joke except the liberal media, Shitlibs and Cruz supporters. 
#MakeA…",NH
Still getting Trump emails for the record. Can't find the unsubscribe button. Mysterious saboteur you have bested me yet again.,CT
"RT @TrumpTheSystem: HUGE BREAKING NEWS

Influential and loved Iowa Republican Chuck Grassley is with Trump at his Iowa rally!

WOW! https:/…",MO
RT @stephenfhayes: If every GOP primary voter saw this before caucusing or voting how many would support @realdonaldtrump? https://t.co/GB5…,AZ
RT @costareports: Grassley speech at Trump event comes after Branstad said Cruz should be defeated. Iowa estab not endorsing Trump but help…,IA
She is 50 shades of cray #crayfreezone https://t.co/JbAp2HGG8g,NY
"RT @word_made_FRESH: The fact that @realDonaldTrump wants to ""grant"" political power to Christianity shows that he does not understand Chri…",FL
RT @theblaze: '@GlennBeck endorses @tedcruz for president https://t.co/kWT5S5sF5q,NY
RT @joseph_baptist: Would U like to read @HillaryClinton's #GoldmanSachsSpeeches?  Why wont #HillaryClinton release Them? https://t.co/scph…,CA
RT @claydirtman: Well COMRADES-&gt; #NewYorkValues The rest of us live in FREE USA. @tedcruz @ChuckNellis  https://t.co/F3pZwYKpoE,AL
RT @tangiers33: @chrisgeidner This is the best tweet of the day my friend! 👏🏻😉🇺🇸 https://t.co/b13t1Wo9JT,NY
"RT @The_Trump_Train: ""Ted has been fighting for Americans his whole career!!!"" @tedcruz is owned and bought out! #MakeAmericaGreatAgain htt…",OH
RT @PamelaGeller: Blog: Donald Trump and freedom of speech: he's no champion https://t.co/2UA4dts7NW,NY
Trump: I could shoot people in streets and not lose support https://t.co/r5IqQUfW6R,TX
"@TheBlazeNOW @glennbeck @tedcruz Ted, don't stoop down to this level.",NY
"@marklevinshow Its just only 10 days since Mr.Trump started. Wait, Cruz will implode slowly like Carson, Rubio, Bush etc etc... #Trump2016",NY
RT @SherazFarooqi6: This guy truly is the real life Lex Luthor  https://t.co/2COlU7EgxS,FL
"Trump cause Glenn Beck a ""whack job."" Note — Beck campaigning today with Cruz.",WA
RT @BenSasse: Dick Cheney tested this theory once... https://t.co/Kt635nxAOu,WA
"RT @realDonaldTrump: I will be the greatest job-producing president in American history. #Trump2016 #VoteTrump 
https://t.co/tykxcT5ZtG htt…",NC
@glennbeck @tedcruz @SenTedCruz Principles? didn't Cruz attack Trump behind his back. Cowardly. Reminds me of John Kerry. Just sayin.,NJ
Glenn Beck backs Ted Cruz in Iowa https://t.co/BLv4iVQrR7 https://t.co/Uj24MxXHN6,WA
This Is A Thing Donald Trump Just Said. For Real. This Is Real Life. https://t.co/Z2Tw04Yn5D,KY
@DeborahLitalien @jack_jdcagle @PlaysTrumpCard @Patriotic_Me @wildauburnrebel The Leader America Needs #MakeAmericaGreatAgain,MA
"RT @fox5dc: #Trump: My supporters would stick with me if I shot someone ""in the middle of Fifth Avenue"": https://t.co/UOSPdPcRLt #fox5dc",VA
@JebBush @HillaryClinton God has a way to correct. It is going to be interesting to see how He corrects. All liars have their part in hell🇺🇸,LA
"Cruz claims to be ""Constitutionalist"" yet picks and chooses. Eminent Domain part of 5th Amendment @realDonaldTrump https://t.co/WvwKdv7JnJ",CA
"Donald Trump calls Glenn Beck a ""whack job""",IA
RT @baseballcrank: Ted Cruz has done many things in DC that needed doing. I just don't think they're the things that make a successful POTU…,TX
"@MMFlint, the @realDonaldTrump just highlighted the judgment of his voters, not their loyalty.",NY
"Bush quotes Trump's ISIS strategy: ""We need to bomb the S-blank-blank-blank out of ISIS.""",WA
RT @greta: . @tedcruz campaign responds to the criticism that US Senators don't like him https://t.co/fQn4ipGFqB,TN
"Trump fires back at Glenn Beck: ""Every time I see him he’s crying he’s a wack job...his thing is going down the tubes.""",NY
RT @VICE: Hillary Clinton has a Killer Mike problem https://t.co/tb6Oqs7bYB https://t.co/fIApaLDV2I,MD
".@realDonaldTrump - ""Glen Beck, every time I see him he's crying, what a wack job."" #IACaucus",IA
RT @belynda13: @DLoesch I disagree w- your position on @realDonaldTrump but you DO NOT deserve the hate you're getting for speaking out. Sh…,NJ
Glenn Beck endorses Ted Cruz for president: Glenn Beck made his first presidential endorsement ever -- for Ted Cruz. https://t.co/1ySjKGd8VC,FL
Glenn Beck endorses Ted Cruz for president https://t.co/rzN8wPxQkb #Money,NY
RT @bernie_pdx: Small biz owner Nick Krautter on the many reasons why #Bernie2016 is good 4 business! #MarchForBernie #FeelTheBern https://…,IN
"RT @word_made_FRESH: The fact that @realDonaldTrump wants to ""grant"" political power to Christianity shows that he does not understand Chri…",PA
RT @AtheistWWonka: @realDonaldTrump @glennbeck you know your show is failing when you keep talking about Hitler https://t.co/OgDBg5yhI1,TX
@realDonaldTrump ~ Retweet if you agree!! Simple! ~ https://t.co/rkxlJXmUS0,NY
@realDonaldTrump ~ Retweet if you agree!! Simple! ~ https://t.co/rkxlJXmUS0,NY
"@kevinmhardy @IAStartingLine @BernieSanders but none have ""started"" by electing a president...",FL
RT @StittJames: Trump: 'I could shoot somebody and I wouldn't lose voters' https://t.co/w1IINzJgHn via @DCExaminer #cruzcrew #Cruz2016 #Ted…,MI
Krauthammer Reveals His Picks for the GOP Nomination https://t.co/eGfipTlpO4,WA
"RT @CLewandowski_: Thank you Iowa! Incredible turnout for @realDonaldTrump! Get out to caucus, &amp; we will #MakeAmericaGreatAgain! https://t.…",FL
"What USA  NEEDS  is conservatism.  ""understand the establishment's absolute hatred and distaste for conservatism,"" - https://t.co/xKVvy5tjUG",PA
"RT @TheLastRefuge2: Candidate Donald Trump Rally, Pella Iowa – 3:30pm EST Live Stream… https://t.co/Lv8xehBSdf https://t.co/uq9P1g3aBy",CA
RT @trscoop: EXCLUSIVE: Trump spokesperson upset Obama and Romney weren't 'pure breeds' in 2012?! https://t.co/fzIzV0XGR4,FL
Exclusive? She wrote it on Twitter.  https://t.co/0owkkYZCvE,WA
Krauthammer Reveals His Picks for the GOP Nomination https://t.co/9BVerZ4VQB,WA
"RT @stevenoh88: ""I can stand on #5thAvenue and shoot someone and won't lose a single voter (bc my voters are insane)."" - @realDonaldTrump",OH
RT @stalebread72: emily. 15.🐬🌴 mhs '18. pisces.♓️ intersectional feminist.💖 twenty one pilots.🌸 halsey is my mom.🌸 #feelthebern✌️☮😎 https:/…,TX
RT @LibertyBritt: I've said for months that given my conversation with many Trump supporters he could sacrifice babies on an altar... https…,CA
@realDonaldTrump that funny his polls went up..you got your glasses on ?,MS
#DonaldTrump Snowman #philly #jonas #nbc10snow #snowman  #winterstormjonas 😂❄️☃🌨🌬 https://t.co/QMvCmefyga,NJ
RT @SteveSGoddard: Ozone depletion causes CO2?  This must be a parody account. https://t.co/duFuAoZnxB,PA
RT @SiCk_DiAbLo: @Rubberblon @johneebegood2 @HillaryClinton @billclinton I heard she was all up in Monica's box...,AL
"RT @CombatCavScout: This can't REALLY be Trump's spokesperson, right? This is some parody or troll account, right? I mean, it must be... ht…",WA
"RT @realDonaldTrump: A wonderful story on Iowa voters by @arappeport of the @NYTimes. 
https://t.co/fGVQsMbRKj",IL
"@realDonaldTrump @JudgeJeanine ... that's wonderful I love judge Jeanine, we will be watching. Great rally in Iowa this morning. :-)",NC
RT @Fifty1stState: @BernieSanders Predicted2Win Election! https://t.co/rkImNnC8tJ @GuardianUS #FeelTheBern @USA4Bernie #WeAreBernie ;o) htt…,IN
"Trump: ""Glenn Beck, every time I see him he's crying, he's a whack job. ... What a mess. Man.""",WA
RT @CheriJacobus: @JudgeJeanine that you ignore the HUGE negatives Trump has that make him unelectable is really disturbing. What game are …,FL
"Trump ""I could shoot somebody and wouldn’t lose voters"" 
Okay, maybe one...#trump",PA
RT @TheBlazeNOW: BREAKING: @GlennBeck formally endorses @TedCruz for president while campaigning with him in Iowa. https://t.co/JpHTkrI4IE,NC
#Trump fans are getting to be like #Obama Hope and Change fans. All emotion and no substance. https://t.co/k7l6o7aBpd,MD
"RT @Dbargen: Message to #GOP and @NRO :
#TCOT #LNYHBT #TGDN #Lumineers https://t.co/MWMDXKxNHV",AZ
Producer Troll Creates Epic Country-Meets-EDM Remix of Sarah Palin/Donald Trump https://t.co/ljHq5WO1J5,NV
RT @The_BKC: Sadly he speaks the truth smh https://t.co/1AjJsGouGS,VA
RT @gerfingerpoken2: Hillary Clinton puts 2nd Amendment in her crosshairs - #2A #NRA - https://t.co/W39oHAfajE American Thinker https://t.c…,FL
As bad? https://t.co/6EzeAKXldE,NM
"What god is he praying to? Glenn Beck endorses Ted Cruz: ""I have prayed for the next George Washington. ... https://t.co/N5PS9Wks4l",MI
I am fully aware @realDonaldTrump is a risk. I'm gambling. But choosing politicians over and over isn't working either. Trump/Cruz wins.,TX
"RT @BigBluetn65: Many of these were probably not Trump supporters two months ago; but, they came, &amp; are now willing to stand in the snow fo…",TX
RT @apalmerdc: NEWS: Grassley not all in for Trump -- slated to attend Marco Rubio event next week.,WA
"The worst part of this is that it's probably true. "" @realDonaldTrump : I could shoot someone &amp; still win""
https://t.co/AjliTRSkqp",MT
#ISupportMegynKelly because she is fair.  I think Trump should respect her and her accomplishments. https://t.co/ObKrffPyT0,GA
RT @BernieBus2016: #FeelTheBern &amp; join the Revolution!... https://t.co/XRPpGFHdJT https://t.co/zfHiKprlnV,IN
"RT @realDonaldTrump: Heading now to Pella, Iowa. Big crowd! Remember, Trump is a big buyer of Pella windows. See you soon!",MO
Anyone considering voting for this guys should read and re-read this statement.  https://t.co/2lv2jgE8fM,NY
RT @TheBestRapper96: Scary but true. That's the effect of fanaticism on weak minded people https://t.co/29NNdfvcfi,IN
RT @beckynashville: This is great! .@realDonaldTrump https://t.co/eybyzBQoEF,PA
RT @seanmdav: Unreal. Donald Trump just unironically retweeted a vile White Nationalist account https://t.co/tYt06OTk9D,MN
RT @azblonde2015: #TeamTrump #IowaCaucus #Election2016  TRUMP IN PELLA IOWA RALLY #Trump #TrumpTrain #TrumpWinning!  VOTE FOR TRUMP https:/…,TX
"RT @Kegan05: #DonaldTrump’s ex-wife said he kept a book of #Hitler’s #speeches by his bed https://t.co/ttBoD4Az6f  ""According to a 1990 #Va…",TX
RT @ThisizHitmaker: When Donald Trump becomes president....  Don't anyone say shit to me on that boat ride back to Africa.....,NY
RT @ThisizHitmaker: When Donald Trump becomes president....  Don't anyone say shit to me on that boat ride back to Africa.....,NY
"RT @paleofuture: ""I could stand in the middle of 5th Avenue and shoot somebody and I wouldn't lose any voters..."" - Donald J. Trump https:/…",CA
RT @_Carja: The Bankruptcy of #Republican Thought  https://t.co/e8xgMQaPtG,FL
"RT @LizMair: I love that the head Cruz birthers are Trump, Alan Grayson and Ann Coulter. #oodlesofcraycray",CA
@realDonaldTrump @Trumpertarian THAT'S RIGHT............!!!!!!!!!!!!!,PA
"RT @DanScavino: AMAZING turnout in IOWA for @realDonaldTrump. #FITN
#Trump2016 🇺🇸🇺🇸🇺🇸🇺🇸
#IACaucus locations👉https://t.co/6oKGW4gtvt https:/…",TX
"RT @paleofuture: ""I could stand in the middle of 5th Avenue and shoot somebody and I wouldn't lose any voters..."" - Donald J. Trump https:/…",CA
"Yeah, Trump retweeting Neo-Nazis is so yesterday. https://t.co/tjXZ3z2LXM",NY
"Yeah, Trump retweeting Neo-Nazis is so yesterday. https://t.co/tjXZ3z2LXM",NY
"RT @vdare: After #GOPDebate, @AnnCoulter says it's time for everyone but @realDonaldTrump to drop out - https://t.co/7zDRw5VCb3 https://t.c…",GA
@jermhudson @1DimitriRadio @glennbeck @realDonaldTrump reading Morris book on TR..slowly..TR genius..read a book a night..photo memory,CA
RT @TheLastRefuge2: Donald Trump Rally Sioux Center Iowa – 12:00pm Live Stream… https://t.co/Ov2hLXKZQ1 https://t.co/KyMWUqsJfn,CA
are we bringing donald trump jojo edits on the tl hold on i got one,NY
#WhytePanther #Music #FeelTheBern *VIDEO* (@BernieSanders is the man) https://t.co/4Jz8JYjchI https://t.co/vHE28gWYmj,AZ
@Asher_P_Fly @healthandcents @HillaryClinton im sure she seeks the muslim vote 2 https://t.co/pPWsSWkMMg,NH
"Ted Cruz, Glenn Beck and a huge press corps. https://t.co/sZwZUDOruY",WA
"RT @timmbarton123: @rjoseph7777 Planned Parenthood endorses Hillary Clinton
a Democrat, early to remind voters https://t.co/O7eZmQScBu",MS
"Trump: My supporters would stick with me through shooting

https://t.co/jyjZmQak37 https://t.co/kAkBZI0xJR",OK
#Trump: My supporters would stick with me through shooting https://t.co/7MhOZu8l11 (AP Photo/Evan Vucci) https://t.co/FkgyhI90kD,OH
Making a Muslim wear a special insignia on their clothing is very reminiscent of Naziism. We cannot go that route Trump.,OK
"@Impolitics @Truactive
Long ago,
#RAPHALCRUZ aka @tedcruz
contracted:

#IfMyLipsAreMovingIAmLyingitis

Highly Contagious &amp; Incurable
👄👅",MI
"RT @paleofuture: ""I could stand in the middle of 5th Avenue and shoot somebody and I wouldn't lose any voters..."" - Donald J. Trump https:/…",CA
Trump says he could get away with murder - https://t.co/k0SnbRzcf2 https://t.co/l6ys8QTaMx,PA
Bloomberg's ego is one of the few things that might actually lead to President Trump.,FL
"RT @kharyp: Murderer In Chief #DonaldTrump: 

I Could 'Shoot Somebody &amp; I Wouldn't Lose Any Voters' https://t.co/p62BqVHuTU https://t.co/BM…",TX
"RT @realDonaldTrump: For the great people of Iowa, find your #IACaucus location at https://t.co/3KWOl20zMm. So important to vote! #MakeAmer…",MO
"Underscores that this is about establishment hating Cruz, not loving Trump. https://t.co/FJqqVTWvzD #iacaucus #IAGOP https://t.co/Mlj9pSXW2L",IA
An update of the Republican odds. https://t.co/iE5mi7BsZc https://t.co/mmnad4Xf71,NY
"RT @paleofuture: ""I could stand in the middle of 5th Avenue and shoot somebody and I wouldn't lose any voters..."" - Donald J. Trump https:/…",CA
"The ""next George Washington"" https://t.co/427XxLAfFu",FL
RT @cajun032759: @JaredWyand lol @ChuckNellis has been slowly attacking Trump supporters like a cancer. Blocked him months ago.,NC
"Episode #189 - If #DonaldTrump had his way, your #iPhone would be insanely pricey https://t.co/7G7jHeFwPW #politics #election2016",CA
Trump followers are not just violent they are becoming very dangerous. Someone is going to be murdered at an... https://t.co/rCtKvzyU8E,NV
RT @cultcommoncore: Hoping @SarahPalinUSA &amp;  @realDonaldTrump don't bring their star power/media attention to hater Mark Levin's Conservati…,NC
@HeerJeet @JustinRaimondo God I hope Trump doesn't have to get involved in this subject.,WA
@joseph_baptist @MSNBC @CNN @kaceysharon @cnnbrk #MarchForBernie  #feelthebern Revolutions won't be televised https://t.co/mfNHS23nYT,NY
"RT @Patbagley: Hey, National Review! People support #Trump because they're stupid, and for years you've been invested in making them that w…",WA
RT @absolute_past: .@realDonaldTrump I volunteer to be the person you shoot on 5th avenue. PLEASE,NJ
"Donald Trump thinks attempted murder, or actual murder, is hilarious.  So do the people at his rallies.",MI
"""Retro""! ""Sexist""! WaPo's #HillaryClinton Fangirl Ruth Marcus Takes Aim at #CarlyFiorina. https://t.co/8TFGRTsv6m",WA
"RT @mzamoraphoto: Republican presidential candidate @tedcruz speaks at a rally in Ankeny, Iowa. #iacaucus https://t.co/Aj3znvtKl0",IL
"New: If Trump and Hillary Are Our Final Options, We Deserve Some Pain - https://t.co/wm56Ma6h1C #azright",AZ
"This is how dumb #Trump thinks his voters are ""I could stand in the middle of 5th Avenue and shoot somebody and I wouldn't lose any voters.""",ME
"They’re still lying about Ronald Reagan: What Trump, Cruz and the GOP field won’t tell you about Reaganomics https://t.co/evkw2vvlOD",GA
"RT @Skitchen333: Donald Trump: I could stand in the middle of 5th avenue and shoot somebody and I wouldnt lose any voters.

THIS MAN IS RUN…",MN
"@davidsirota @KDelphi He'll probably get some, too!  From the GOP donor class.",NY
RT @apalmerdc: Grassley snubs Cruz twice in just a few days.. https://t.co/zkvgJZKwfh,WA
Trump Says That He Could Shoot Somebody And ‘Wouldn’t Lose Any Voters’ [VIDEO] https://t.co/gkgmetHxuA https://t.co/1hA3IgI39w,WA
RT @s8n: I miss you son @realDonaldTrump,PA
Donald Trump: I would force Mexico to build border wall https://t.co/zWW5igqOBL via @msnbc,NJ
"RT @ParkerMolloy: Trump is now retweeting white supremacist twitter accounts. Okay, then. https://t.co/bLryXSfBcF",IL
RT @IAStartingLine: The Cruz/Nickleback guy has really upped his game #IACaucus https://t.co/7ZuBWdEiVg,MS
"RT @teddyschleifer: The scene here at Faith Baptist Bible College, where @tedcruz is about to kick off his final #iacaucus tour. https://t.…",CO
"@mrw71311 could be, most toss-up cause far out, question is how many mod/cons whites vote GOP primary instead, momentum, many variables",FL
RT @apalmerdc: NEWS: Grassley not all in for Trump -- slated to attend Marco Rubio event next week.,NJ
New: Trump Wins If The Anti-Gun Nanny Stater Bloomberg Runs - https://t.co/4dcaGTAz7q #azright,AZ
"Trump on Glenn Beck's Cruz endorsement"" ""I got Sarah Palin. I'll take Sarah Palin every single day.""",WA
This Third-Grader's Open Letter To Donald Trump Is HILARIOUS (via @vibemagazine) https://t.co/QyFU0M0zaa,CA
@SopanDeb trump is the whack job. He is literally the worst person in the entire country,CA
"RT @AbigailCBN: 2500+ fired up @tedcruz supporters in Ankeny, ia #cbn2016 #iowa2016 https://t.co/j2mb4y87ca",CA
"RT @TheTweetOfGod: And if elected, he will. Repeatedly. https://t.co/21ySjL44nA",OH
RT @aishakhvn: This. Guy. Is. Running. For. President. And. Leading. In. Many. Polls. This is real. Wow. https://t.co/LK2QVeTw1y,MA
New: Donald Trump is a Beta Male Compared to Jeb Bush - https://t.co/dL02cYkKkC #azright,AZ
RT @hermanbutler1: Ted Cruz Busted For Lying About Not Having Health Insurance https://t.co/qiovbAFPtx #TNTvote #VoteBlueNoMattersWho #AINF…,CA
"RT @BernieSanders: People are saying, ""How about creating an economy that works for the middle class and not just the billionaires?"" https:…",NC
"RT @JTSantucci: Trump fires back at Glenn Beck: ""Every time I see him he’s crying he’s a wack job...his thing is going down the tubes.""",NY
"RT @JTSantucci: Trump fires back at Glenn Beck: ""Every time I see him he’s crying he’s a wack job...his thing is going down the tubes.""",NC
https://t.co/A6hSIvEwku - feeling so sorry for the Republican Party...this is the party's Dooms Day Kid! #republican #doomsdaykid  #ATX,TX
@LeighWells15 Thanks 👍❤️🇺🇸🐘Trump 2016,FL
New: William Buckley Warned Us about Donald Trump - https://t.co/uznC1YasJQ #azright,AZ
"RT @andylevy: trump, clinton AND bloomberg running for president? pinch me, i must be dreaming! seriously, pinch me i want to wake up from …",MI
RT @DayJojo771980: 2016.   Time to throw out the GOP trash and bring in fresh new officials who will make our govt great again.  DEMOCRATS!,CA
@PfeifferDC @DailyCaller @tedcruz @glennbeck 2 words / one hashtag  #votingrecords #DefeatTheWashingtonMachine,SC
"RT @jamieleecurtis: So thrilled @HillaryClinton being endorsed by @HRC! Her initial-sake. Issues, experience, compassion and my vote 4 comm…",NY
"@reluctantzealot @RyanAPriddle @tedcruz Cruz treated everyone with dignity, but he never endorsed Trump's leftist past.",GA
@baseballcrank he HAS his best job! super conservative texas senator who riles up the conservative base and shames GOP to the right.,NY
RT @jonstefanski01: #MarchForBernie #BernDownTheLoop #FeelTheBern #IowaCaucus Bern for the best candidate! https://t.co/jBMUqY8U2J,CA
Glenn Beck has called Cruz the next George Washington... #comedygold  https://t.co/OBpAT5p0kB,TX
"RT @paleofuture: ""I could stand in the middle of 5th Avenue and shoot somebody and I wouldn't lose any voters..."" - Donald J. Trump https:/…",CA
RT @cultcommoncore: Spot on article exposing the gang of 22 at Nat'l Review for the well paid do-nothings they are. https://t.co/sgkH6dQen4,NC
.@tanehisicoates critique wasn't of @BernieSanders it was of the racist world in which he has to run for POTUS,WA
@thatsmybutter @realDonaldTrump I haven't turned on tv...Was watching TRUMP,NY
Palin endorses Trump and Beck endorses Cruz.  Clowns. Scary clowns.  https://t.co/OHqiySZRLx,WA
"RT @asdhytgasfhuho1: BUSTED: No wonder @marklevinshow supports @tedcruz his. Mark Levin's fiancee's son works for Ted Cruz
https://t.co/C6R…",DE
"RT @BanCollectivism: This is Trump's national spokesperson. If you still support him, you have some soul searching to do. https://t.co/KKYK…",PA
