tweet text,location
RT @cachorrogsmol: Trump: I could shoot someone and still win: Donald Trump boasted Saturday that support for his presidential ca... https:…,WA
@theblaze @glennbeck @tedcruz I like Cruz but this does nothing for me .. At this point ... We are screwed .. Let's hope Trump can help us,CA
"RT @ProjectBernie16: The authenticity of @BernieSanders. Thanks for being you, Bernie. https://t.co/ajlLp1p6nk",VT
RT @BlackAmPatriot: The Cult of Trump are losing their minds over the Glenn Beck Ted Cruz endorsement! HAAAAA!!!! #CRUZ2016 #CRUZCREW https…,TX
RT @scottienhughes: Latest #Iowa poll numbers are #YUGE for @realDonaldTrump @CNN https://t.co/nwVVpEr28L,CA
"RT @JudgeMoroz: I dreamed a great dream ...

(but to the DNC &amp; GOP Establishment, this is a nightmare)

#AmericaAtSunset https://t.co/Bwf54…",FL
"RT @slickjenkins: I support @marcorubio, he will unite #GOP &amp; inspire #America with his leadership #NewAmericanCentury #TeamMarco @TeamMarc…",TX
RT @AddInfoOrg: A Picture Is Emerging: Everyone Who Has Ever Known Ted Cruz Grew To Hate His Guts https://t.co/9r8XpTrrWq https://t.co/boEi…,HI
"RT @JaredWyand: Bernie Sanders is nothing more than a political pedophile

🍼👶🏻🍧#WeAreBernie🍬👦🏼🍭 
🍪👶🏼🍫#FeelTheBern🍰👧🏼🍦 https://t.co/raLkoVlh…",VA
RT @KirstenPowers: Mr. Christian America (Ted Cruz) doesn't tithe.  Unbelievable. https://t.co/0JYCzlnCFE,SC
"RT @DonGonyea: Iowa Sen Grassley a surprise opening speaker at Trump event in Pella. No endorsement, but did say ""Make America Great Again.…",WA
@danieltobin @RotNScoundrel @realDonaldTrump The lands belong to the states. The feds already stole them and should give them back. 1.8.17,TX
"RT @TheTweetOfGod: And if elected, he will. Repeatedly. https://t.co/21ySjL44nA",TX
"I was glad when @glennbeck came to @KFYI in PHX, but I will boycott just like I did 960 in 2008 for Romney over Huck https://t.co/772cZ5MSHw",AZ
@jrfriedm @_HankRearden @thehill No way. Cruz is much more of a liability and brings nothing to Trump. VP needs to be what DJT doesn't have,WV
"RT @karabettis: Despite snow, @BernieSanders supporters are ready to march Sat. in Boston &amp; 30 other cities https://t.co/UqZqmJpDBY https:/…",CT
RT @Lee_in_Iowa: Who-hooo!  @CoryBooker is IN THE HOUSE! Working for @HillaryClinton. Two liberal stars! Hurray! https://t.co/9KThtrmRpy,HI
"RT @TheRickWilson: First Marco in a park

Then high school age Cruz joking aby world domination.

No deep dive on Trump's scuzzy finances.
…",WA
RT @Atlantasportguy: I have absolutely no idea how Trump is still leading the GOP Polls.,GA
RT @MDJD2: @BenHowe @seanmdav Get your boxes of Kleenex because Trump will win every primary thru 3/1/16 and it will be over. Nobody stoppi…,NY
"RT @johnflerner: @jfleming2870 @TylerAuggieD 
I think @marty_walsh  campaigning for @HillaryClinton might be the reason @SenSanders is surg…",MA
@baseballcrank hahahaha. Trump is a billionaire. Self made. He turned a million into 10 billion. Dude is a leader and gets it.,CO
RT @JohnFugelsang: Donald Trump could perform unsterilized rectal surgery on vets while clubbing baby seals on 5th avenue &amp; still not alien…,WA
"So, it appears Donald Trump is going after the neo-Nazi and neo-Confederate vote now. Wow, what a base you have.",MI
RT @glennbeck: .@HillaryClinton should be in prison,SC
"RT @IAStartingLine: Noticeably enthusiastic crowd here today for @HillaryClinton, cheering section of local volunteer network #IACaucus htt…",HI
"RT @ChristiChat: #Cruz joined #GlennBeck
giving balls &amp; bears to #illegals 

#iacaucus
#Trump2016 
#TCOT

➡️https://t.co/IpyWicFBGO https:/…",SC
Thousands yell #BlackLivesMatter at @BernieSanders rally in #Portland. #FeelTheBern #WeStandTogether #Bernie2016 https://t.co/n9T2QYdJBu,OR
Donald Trump: I Could ‘Shoot Somebody and I Wouldn’t Lose Voters’ https://t.co/QsIlecLBln,CA
RT @theblaze: '@GlennBeck endorses @tedcruz for president https://t.co/kWT5S5sF5q,IN
RT @Spectre1911: I used to like Mark ... until I finally realized he's part of the problem. Just in it for the $$! IMHO https://t.co/RpT1w2…,TX
Duck Dynasty is staged and is a show for people who think the south won the civil war. https://t.co/KlXzH4QiLk,MI
Sarah Palin Endorsement Bombs As Trump Voters Unimpressed By Mentally Deranged Maverick https://t.co/2ULId7d5oL,CA
"RT @ddryan: He will do this, to prove a point  https://t.co/vL497zcyRi",NC
I'm a problem solver and coalition builder who can't crack 6% in primary but should be President cause my daddy was @realDonaldTrump,CT
Sarah Palin Endorsement Bombs As Trump Voters Unimpressed By Mentally Deranged Maverick... https://t.co/9NznDBdweV,CA
"Trump's ""I could shoot someone"" comment is really him saying ""What do I have to do to get out of this?!""",OR
RT @theblaze: '@GlennBeck endorses @tedcruz for president https://t.co/kWT5S5sF5q,NJ
"#DumpTrump is so transparent. Like glass, I see thru his rhetoric!  https://t.co/zOFLTQaq2Y",TX
"RT @DanScavino: .@realDonaldTrump even dominates in a National Review poll. #Trump2016
#TrumpTrain🚂🇺🇸🇺🇸🇺🇸🇺🇸
https://t.co/HUTMr1zPz8 https:/…",NY
"RT @asdytagsfyuhot1: BUSTED: No wonder @marklevinshow supports @tedcruz his. Mark Levin's fiancee's son works for Ted Cruz
https://t.co/meR…",DE
Trump and Palin’s war against reason https://t.co/b6iUSHFy1C,TX
@TariqSiddiqi @BlissTabitha @realDonaldTrump beat it,NY
"RT https://t.co/kPqc2dNtAn #Headlines ""Chiropractor's Dying Wish to Mourners: Please Do Not Vote for Donald Trump ..""https://t.co/NyfIRGA8…",SC
RT @KimGOP60: @marcorubio is too conservative &amp; too anti-establishment. https://t.co/baJJP2cGqu #TeamMarco @hipEchik @Txsleuthe @pistolpatt…,TX
"RT @politico: Teen Ted Cruz joked of goals: ‘World domination, you know, rule everything’ https://t.co/zwbARPRSXi | Screenshot https://t.co…",ME
RT @sydjferr: 4 Iowa polls released in last 2 days &amp; @HillaryClinton leads in 3 of them; why do we only hear about the 1 poll for Bernie? @…,NY
RT @sydjferr: 4 Iowa polls released in last 2 days &amp; @HillaryClinton leads in 3 of them; why do we only hear about the 1 poll for Bernie? @…,NY
RT @vivelafra: IOWA FOR TRUMP (Image 4) @mitchellvii https://t.co/05tmH7HrEZ,MI
RT @Bernlennials: IOWA you cannot say no to the revolution. #FeelTheBern,NJ
"RT @paleofuture: ""I could stand in the middle of 5th Avenue and shoot somebody and I wouldn't lose any voters..."" - Donald J. Trump https:/…",MI
"I'm convinced that if you don't like snow, you have full access to the Hillary Clinton campaign. @HillaryClinton",FL
"RT @rescuetracker81: AWESOME
Chris Matthews Confronts National Review Editor Over Donald Trump Attack... https://t.co/1esWoeqZEO via @YouTu…",TX
But I'm a normal rational thinking human being wit common sense. #Trump supporters are not. They def still support his ass after a rampage,CA
"RT @TrussElise: Ted Cruz fact che, caught lying about Obamacare canceling his insurance https://t.co/Qk4jVGkNRE #TRUMP #TEAMTRUMP2016 #MAKE…",SC
"RT @JJimmbarr: My mom, who brought up 7 kids on her own and worked full-time, retired. Is proud of @HillaryClinton, ""she has what it takes …",HI
"Perhaps, it will dawn on @tedcruz, the fact that ONLY natural-born citizens can LEGALLY run for president.  https://t.co/qJtGj2XvHf",CA
"RT @crooksandliars: Mississippi GOP: If You Don't Win It, Steal It! https://t.co/dxnRLwCgn9",HI
RT @AMYCROUTON: IM SORRY WHAT??? https://t.co/gMUvvXlHn7,ID
Is this real????  https://t.co/QNO2uW4rOw,WV
"RT @tponews: Spread the news, Trump is killing it in new Polls!! https://t.co/uWQX3IIax6 #MakeAmericaGreatAgain #Iowa https://t.co/lkWNRNaS…",CA
RT @TheSun: Donald Trump is gurner have to try harder than this if he wants to win his election bid https://t.co/LAMy0wDkNK https://t.co/VQ…,MI
.@jermhudson @1DimitriRadio @glennbeck @realDonaldTrump WTH?? Monopolies are good? I'm wrong?..guarantee TR never allowed Fed 1913 elected,CA
RT @the_intercept: Hillary Clinton laughs when @lhfang asks if she'll release Goldman Sachs speech transcripts https://t.co/TQg4aaKtQl http…,IL
Coke by my house for a hot cup of joe! https://t.co/G8iEPRnV6T,GA
Ted Cruz all the way #TedCruz2016  https://t.co/NpayrBmDGs,WA
RT @TheBlazeNOW: BREAKING: @GlennBeck formally endorses @TedCruz for president while campaigning with him in Iowa. https://t.co/JpHTkrI4IE,WA
"The Donald just said he could shoot someone w/o reason and not lose support. So #Trump followers know, that is in fact illegal and immoral.",FL
"@JohnStossel @realDonaldTrump 28 million jobs and 63,000 factories moved because #freetrade https://t.co/fn3SgiTFH4 https://t.co/Nu6octaAEy",CO
RT @amandacarpenter: Trump can't afford the legal fees to file a birther suit because it would cost him too much credibility.,GA
RT @OhNoSheTwitnt: I don't know what's scarier. The fact that Trump said he could shoot someone and not lose any voters or the fact that he…,PA
"RT @GOP: #OnThisDay in 2013, Clinton: ""What difference at this point does it make?"" https://t.co/D4sYyWwu6t",TX
"RT @TheRickWilson: First Marco in a park

Then high school age Cruz joking aby world domination.

No deep dive on Trump's scuzzy finances.
…",CA
Reignite Liberty!! Vote #Cruz2016!! Join us &amp; make America great again!!! https://t.co/MeyX4TacSh. #CruzCrew #PJNET https://t.co/cDsLCSDC2A,FL
"NRA's Ted Nugent: ""Donald Trump Is As Close To Ted Nugent As You Are Going To Get In Politics"" | Blog  https://t.co/Y9HizThrJk",VA
Nine Tales of Trump at His Trumpiest https://t.co/wpSYcvtsMK via @WeeklyStandard Trump hate-fest amps up their assault.,NY
"I liked a @YouTube video from @rsbnetwork https://t.co/UGeLNokUSc LIVE Stream: Donald Trump Rally in Pella, IA (1-23-16)",NJ
"RT @politico: Teen Ted Cruz joked of goals: ‘World domination, you know, rule everything’ https://t.co/zwbARPRSXi | Screenshot https://t.co…",GA
Glenn Beck Makes First Ever Presidential Endorsement for Ted Cruz https://t.co/05SyQcAvWf,KS
"I liked a @YouTube video from @rsbnetwork https://t.co/k9GnMURNEz LIVE Stream: Donald Trump Rally in Pella, IA (1-23-16)",NJ
"Teen Ted Cruz joked of goals: ‘World domination, you know, rule everything’ https://t.co/RfGVnYB4wh",NC
RT @BuzzFeedNews: .@realDonaldTrump Says He Could Shoot Someone And Not Lose Any Votes https://t.co/1gZ1HrdVY7 https://t.co/NtcSqpIzPf,MI
RT @JillPickleLand: conclusion of a great march... vote Rahm out get Bernie in... At the Board of Trade #MarchForBernie #FeelTheBern https:…,VA
RT @GayPatriot: Is Trump an Aryan?? https://t.co/ooQr6DgBr0,MN
because they are Establishment and therefore terrified of Trump. Trump will not be a puppet that scares them https://t.co/P7n6tQKTs8,UT
@jstines3 I haven't heard him come out for nationwide carry like Trump.  Has he come out in support of it?  I seriously would like to know.,TN
@mboyle1 @BreitbartNews @realDonaldTrump @megynkelly I'm just so concerned for Donald's feelings,NJ
And some people really want to make him the next President?  https://t.co/uBbeLA8gE5,AR
@87283b0aad41470 @LadySandersfarm @Getoffthedambus 100% Correct! Trump will give us the real America back! ~♡,NV
"RT @prescott56: Faint GOP interest in Flint’s pain is a mistake, party members say https://t.co/2MHqGU9AjV",NC
RT @for_hillary: Women will not be asked to wait again. We don't have that luxury. The GOP are systematically tearing our rights up. #ImWit…,CA
RT @thehill: Trump: I could shoot people and not lose support | WATCH: https://t.co/XNdOppcPAZ https://t.co/9gf7mixstn,CA
"RT @biltmoreinvest: @SpecialKMB1969 Let 'em jump n. Trump will crush him. Bloomberg 4 nanny-state, neocon. In hypo Trump wins n 3-way https…",NJ
"RT @SexiestPatriot: #KarlRove said that ""Trump doesn't have a chance in hell of becoming president""
Retweet if you think Karl Rove SUCKS ht…",MI
Trump: I could shoot a person and not lose votes #news https://t.co/nN74ixvhCD,CO
A G.O.P. Majority in New Hampshire Pipes Up: We’re Not for Donald Trump https://t.co/jFtxvBIvLL,VA
Glenn Beck: Sarah Palin's Trump Endorsement Reminded Me of Howard Dean's Scream - Breitbart https://t.co/VnoNm63Wum via @BreitbartNews,MN
Cong @daveloebsack asking for continued support of @HillaryClinton w/ @iupat82 #ImWithHer https://t.co/5b9YiBEHqA,MN
"RT @jamieleecurtis: So thrilled @HillaryClinton being endorsed by @HRC! Her initial-sake. Issues, experience, compassion and my vote 4 comm…",IA
"RT @danpfeiffer: Bloomberg running for President would almost certainly hand the WH to the GOP. If no one gets 270 EV's, GOP congress picks…",MI
RT @Bernlennials: This is a people-powered political revolution! #MarchForBernie #FeelTheBern https://t.co/17QBJMP8t6,NJ
RT @latimes: How Michael Bloomberg would match up against Clinton and Trump in a presidential run: https://t.co/RM5fHTIv6a https://t.co/jH2…,CA
@LtningSams It could be like 92 when Perot took the Presidency away from Bush and gave it to Clinton with his GOP vote split.,NC
Donald Trump perfectly explained his supporters https://t.co/AJxaYDs7c6,CA
"@CatfoodBeerGlue @BernieSanders Your own, dipshit

*whose",OH
Trump About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain Watch https://t.co/j58e8aacrE https://t.co/glJTbEYM7u,NJ
RT @DefendingtheUSA: .@SarahPalinUSA accomplished more in ONE SPEECH than Trump-haters have in 6 months. She made the case flawlessly for @…,CA
National Review’s Unwise Trump Excommunication https://t.co/wZEGowZNPL via @LifeZette,IL
"The @MarchforBernie reaches Lake Merritt in #Oakland #CA!
#WeAreBernie #FeelTheBern #LGBT4Bernie https://t.co/8R5YfDcNtA",CA
"RT @CBSNews: .@realDonaldTrump: I could stand and ""shoot somebody and I wouldn't lose any voters"" https://t.co/9cHXcgqGqi https://t.co/XmM1…",NC
RT @HeerJeet: Note who Trump is re-tweeting: TheSouthwasRite -- third time he's retweeted a white nationalist. A pattern.  https://t.co/SKM…,NY
"RT @Mobute: This article from @CoreyRobin, ""Bile, Bullshit and Bernie"" is very very good. https://t.co/g6fGYxTIFo",IL
RT @LIBERTYPRTY: I believe he is @tedcruz @smartgirls4gop @ChuckNellis @tjemery1  https://t.co/Qv7x3cO7N0,OH
"RT @TrumpTrain8: All I want from Trump, is for him to fight for my rights as a Christian. He doesn't have to be able to rehearse scripture …",MI
@TinaRevers no sarcasm intended. What is it about Trump that you like,NY
"RT @jamieleecurtis: So thrilled @HillaryClinton being endorsed by @HRC! Her initial-sake. Issues, experience, compassion and my vote 4 comm…",IA
RT @HeerJeet: Note who Trump is re-tweeting: TheSouthwasRite -- third time he's retweeted a white nationalist. A pattern.  https://t.co/SKM…,WA
You don't. But the people in power always try to tell the little people what to do. https://t.co/PFjrBiOESR,MO
RT @gerfingerpoken: Hypocrite #MegynKelly criticizes #DonaldTrump of objectifying women and exploiting his celebrity. SAY WHAT? http://t.co…,CA
"RT @OrganicConsumer: A number of Senators, including @BernieSanders, call out the GMA! https://t.co/rz04Lfzq9t Please RT! #Bernie2016 https…",NY
RT @pete_sinclair: The rise of Donald Trump is what happens when mainstream politicians fail to bring about real change. Radical left alter…,WA
Say what?  https://t.co/ZEphmQX3xs,KS
"RT @MJPlitnick: If the person was non-white, a female or anyone left of center, he's probably right, given who his supporters are.  https:/…",CA
"RT @TheTweetOfGod: And if elected, he will. Repeatedly. https://t.co/21ySjL44nA",FL
RT @Bernlennials: ICYMI: Why the #MarchForBernie is Important for the Political Revolution https://t.co/jZfMBSJv5V #FeelTheBern https://t.c…,WI
"RT @loudobbsnews: Confusing, don't you think? https://t.co/feA2ihPwbk",NY
"RT @loudobbsnews: Confusing, don't you think? https://t.co/feA2ihPwbk",NY
Ted Cruz Busted For Lying About Not Having Health Insurance https://t.co/AE3ypkPjqJ,IA
RT @marieann66: GOP/Media want Bernie to win they have been patting him on the back in primary but in general they would go after him with …,PA
"RT @ZaRdOz420WPN: Ted Cruz is not eligible to run for president: A Harvard Law professor close-reads the Constitution 
https://t.co/phbF5Ne…",AZ
RT @glennbeck: I am officially endorsing Ted Cruz to become the first Hispanic president! @tedcruz #iacaucus,WA
RT @iatemuggles: trump got pissed bc a buzzfeed reporter took pictures of all the empty seats at one of his rallies LETS SPREAD IT https://…,TX
Big day. Prayer works and Ted Cruz is George Washington. https://t.co/fXeYjMUC4x,MO
RT @OnlyWomenCheat: Lacey Duvalle married niggas trying to take Teanna Trump on dates n yall still single,LA
"RT @LaborForBernie: Congratulations UNITE HERE New England Joint Board, for voting to endorse @BernieSanders! #FeelTheBern #WeAreBernie htt…",IL
RT @Donabed9951: @Debi129 @lovinabox @tedcruz @thehill   Are u serious?  Holyfuckingshit.,NJ
The ego on this fucking guy! #huge  https://t.co/QoSoyAnUQV,TX
RT @ChicagoCityDSA: Such a great and diverse crowd at the Chicago #March4Bernie #WeAreBernie #BernieSanders https://t.co/tc0xjHMMXE,IL
"RT @TheRickWilson: First Marco in a park

Then high school age Cruz joking aby world domination.

No deep dive on Trump's scuzzy finances.
…",TX
"How about yourself, right in the head ? ""Donald Trump: I could 'shoot somebody and I wouldn't lose voters'"" ... https://t.co/cf8olL9LI9",KY
Why Bloomberg’s Run Would Be Good News for GOP https://t.co/f94niDsSfL https://t.co/BuQWYpnbm9,MO
@glennbeck @tedcruz who gives a FUCK who you endorse?? https://t.co/4MuksyeUxP,MA
RT @paleofuture: oh cool they opened trump campaign headquarters down the street https://t.co/7a7TmpB30M,MI
THIS MAN IS RUNNING FOR PRESIDENT.. @realDonaldTrump #NoTrump,CA
RT @Women4Bernie: Thanks so much for spreading' #FeelTheBern in Indy! #MarchForBernie  https://t.co/chHRERsCvL,WI
RT @glennbeck: Connect with truth. Connect with freedom. Connect with Cruz. @SenTedCruz @tedcruz,AL
"RT @realDonaldTrump: For the great people of Iowa, find your #IACaucus location at https://t.co/3KWOl20zMm. So important to vote! #MakeAmer…",NY
@zeeeennyyy @CNN @realDonaldTrump Screw you muslin.,SC
shocking https://t.co/JucmTGFHD1,WA
"RT @lyssquire: I just need a legitimate Trump supporter to explain why? Not even to fight about it, I just want to understand.",UT
BREAKING: Trump Just Received Massive Endorsement That Will Have Black Lives Matter Howling https://t.co/RSWP6EUyH0 #NoGOP,GA
@RINOPundit These Senators are sending a powerful message to Ted Cruz. @KHShan,CA
"RT @LilianaRose001: Will believe she is not above law, when I see her in prison  https://t.co/VV5aDPh24H",NV
RT @will_potter: Woody Guthrie Wrote Angry Songs About Donald Trump’s Dad https://t.co/pXux5V4V7D 'Old Man Trump knows how much Racial Hate…,MN
@hapkidobigdad @RotNScoundrel @HillaryforNH @HillaryClinton HILLARY!makes this much while her staff stuffs her into her Truss in the morning,MD
RT @Bidenshairplugs: The same people saying Mexico won't pay for Trump's wall complain that the media is paying for his campaign.,SC
"RT @TheTweetOfGod: And if elected, he will. Repeatedly. https://t.co/21ySjL44nA",FL
RT @theblaze: '@GlennBeck endorses @tedcruz for president https://t.co/kWT5S5sF5q,NC
Glenn Beck Endorses Ted Cruz for President https://t.co/Eyu1jIXK22,MN
RT @MoveOn: Are you in #IOWA &amp; planning to caucus for @berniesanders on 2/1? CLICK HERE: https://t.co/Ft30n8wVEj #IACaucus #FeelTheBern,CA
RT @nwi: Prosecutor declines action against GOP Rep. Aylesworth: https://t.co/vcgpy6maSD https://t.co/BZr7CObE3e,IN
RT @SmithSps482: Lift the cap! Billionaires can afford it! https://t.co/3huUWSXX9H,MI
"RT @nytimes: How to make Donald Trump become president, according to @NYTimeskrugman https://t.co/kbkp4toujn https://t.co/4lf39gS1cT",NY
RT @s8n: I miss you son @realDonaldTrump,MD
"@realDonaldTrump has gone full Nazi.
No. It's not funny. At all. https://t.co/iT0qdOiIgE",MO
"I didn't hear that, since I'm done with Levin. https://t.co/dTJQys1f6Z",FL
"RT @JenniferJJacobs: Warm-up acts in Iowa today:
Rubio: state Sen Jack Whitver
Cruz: US Rep Steve King
Trump trumps them both by long shot:…",CA
RT @ClassicPict: Donald Trump v Adolf Hitler https://t.co/TJBmi50MhX,PA
"RT @KansasDems: RT if you believe there's no place for misogyny, objectifying women, or the radical Republican Sen. Holmes in the #ksleg.",KS
Top Cruz Activist Quits to join @realDonaldTrump campaign: https://t.co/CeXpxVBPd8 @BodoThibodeaux @RogerJStoneJr @SexiestPatriot,NJ
RT @celiawastaken: It's all happening! Cold and enthusiastic group at the #MarchForBernie! #FeelTheBern https://t.co/YEdRToppro,AZ
"RT @NYC4TRUMP2016: Trump is not only a smart business man who loves America, but also a GREAT family man. Don't belive the MSM lies! https:…",WA
Well said  https://t.co/FeXSkKKCJ7,CA
"RT @JulianDarius: @ShaunKing @BernieSanders @NYDailyNews Thank you! Your voice matters a great deal to me, and I actually cried reading thi…",OR
"RT @jimgeraghty: Great choice of spokeswoman, Mr. Trump. https://t.co/BHLaetuVFx",TX
RT @RNRMaryland: Yeah #HillaryClinton we know you wouldn't see #13Hours because it would involve #Truth #RedNationRising #tcot #ccot https:…,OH
Ted Cruz rallies with Glenn Beck in Iowa; A few protesters came out: https://t.co/F3Fy9CMq2P https://t.co/PF7NimUdco,TX
"For real? Digging real deep, fellas... Not finding a thing.  https://t.co/M07ChV2vKA",VA
"RT @DanScavino: John Wayne endorsed Ronald Reagan for #POTUS. Today, his daughter Aissa Wayne endorsed @realDonaldTrump in #Iowa. https://t…",CA
"RT @deray: Trump. &amp; in this America, he ain't lying. https://t.co/KZaq5VP6sK",NE
"Think about it.  This is terrorist talk. CIA, NSA, HLS? https://t.co/wOGN7h9PA0",FL
"RT @SoyLoko_: .@GlennBeck tells  9/11 victims to shut up .
#Trump
https://t.co/kTH41IHHe7",CA
"RT @AngryVoters: JOIN the Denver #MarchForBERNIE about 2go-Cheesman Park to Capital via Franklin &amp; Colfax 
#copolitics #FEELTHEBERN G https…",WI
"RT @DomenicoNPR: The GOP split continues... seeing that @mattklewis has a book coming out 1/26 on it: ""Too Dumb to Fail"" https://t.co/RaSKx…",VA
@TheLaughFactory Fuck @BernieSanders,WA
"RT @RightWingDiva: @Illiniwek75 @PitbullCorrect  if he builds the wall, enforces federal law that will be more than GOP in 50 years. Cut sa…",SC
"RT @RedStateScott: Dear GOP Candidates,
Please quit crucifying each other over stupid differences, and tell me why I should vote for YOU fo…",IA
"You're also supporting rape! I'm not talking about Bill, Hillary wants rapefugees here! https://t.co/kzy6KtM0LC https://t.co/eOAjC420Yi",OH
Donald Trump Is Not the Moral Leader We Need https://t.co/f4WhZ2bYW2 via @NRO,AR
"RT @jennwrenmorris: Let me be clear, #Trump can eat kittens, #Cruz can club baby seals, #Carson can run over puppies--I will NEVEREVER VOTE…",FL
"Would've been nice if I gave you the time, right? 

Watch at 6pm ET/5pm CT/3pm PT https://t.co/iAQsdoQClb",CA
"RT @helpingthos: @loudobbsnews @nytimes 
Bloomberg should keep his billions in the bank cause the Trump Train can't be stopped!",VA
BREAKING: @realDonaldTrump is still an asshole.,CA
"@joshtpm @TPM The Secret Service, Trump's detail, they're willing to ""take one"" for the American people, but are they willing to ""give one""?",NY
RT @redheadbomb: Quit attacking the republican candidates leading in the polls and start focusing your negativity on the murderer and socia…,MO
@jhelm102288 @Dosbilliam @realDonaldTrump The debt isn't the President's fault. The Republican Congress sets the spending. Not the President,CA
Trump floats lawsuit over Cruz’s birthplace https://t.co/ixcbHbdgSW This is a disgrace by Trump @realDonaldTrump,OH
RT @FlashReport: Of course the GOP establishment likes @realDonaldTrump more than @tedcruz or @marcorubio. The latter 2 consistently vote a…,AK
"RT @SouthernHomo: Me: I hate fuckboys

Donald Trump: I hate fuckboys

Me: https://t.co/EAoxTIWNOp",FL
"@Zone6Combat @JiNanGlasgow @Socialismkills It would be a favor atthis point, Democrat Rep Grayson said he would file suit if Cruz is GOP nom",NY
"RT @jimgeraghty: Great choice of spokeswoman, Mr. Trump. https://t.co/BHLaetuVFx",GA
RT @yvonnewingett: .@JeffDeWitAZ @kelliwardaz chat with Republican voters at @AZGOP meeting https://t.co/ZOXzwdJBBL,AZ
Donald Trump Says He ‘Could Shoot Somebody’ and Not Lose Voters via https://t.co/rmNwkuYfNn https://t.co/mfoO439j6q https://t.co/v4vHL8FarP,FL
"RT @sadydoyle: No worries, though: There is no clearer Mr. Collins than Donald Trump. https://t.co/hhZjpsDiNa",CO
"RT @katiezez: Donald Trump today: ""I could stand in the middle of Fifth Avenue and shoot somebody, and I wouldn't lose any voters"" https://…",OH
@realDonaldTrump whip,LA
"RT @JenniferJJacobs: Grassley pulls a stunner, stops just short of endorsing Trump. Top Iowa GOP leaders not kidding about defeating Cruz o…",WA
"RT @TheRickWilson: First Marco in a park

Then high school age Cruz joking aby world domination.

No deep dive on Trump's scuzzy finances.
…",VA
@BenHowe @LeonHWolf Trump is just a bully...,MI
"RT @tbhoverit: ""I could stand in the middle of Fifth Ave and shoot somebody, okay, and I wouldn't lose any voters, okay?"" -Donald Trump, Ja…",NY
RT @theblaze: '@GlennBeck endorses @tedcruz for president https://t.co/kWT5S5sF5q,TX
AP Stylebook Adds “Racist” Modifier to Donald Trump’s Name https://t.co/eTV1xJg291 … https://t.co/JS2hs48QKR,TX
Donald Trump Says He ‘Could Shoot Somebody’ and Not Lose Voters https://t.co/PBobaZdqAS,NY
All Americans MUST LOVE ISRAEL - and now news Trump: I could shoot a person and not lose votes https://t.co/XhC1yV0mO2,WA
Donald Trump Says He ‘Could Shoot Somebody’ and Not Lose Voters via https://t.co/5dW2GmlvPW https://t.co/QLTd42pH4l https://t.co/V65SDNvoyk,MS
RT @VibeMagazine: Chingy clarifies recent comments on backing Donald Trump https://t.co/yhESRZiuEj https://t.co/UCq5tdaJr7,TX
RT @7im: Ha ha. We're all getting conned https://t.co/NswD4EtHDy,TN
RT @WV4TRUMP1: HILARIOUS!!!! https://t.co/FNzosA2J6d,WV
"@TPM Trump called Iowans ""stupid.""
If Iowans vote for him, Trump is right.",IN
"RT @MeanGirlRey: RT for BB8.

Ignore for Donald Trump. https://t.co/WtfJjO5zJL",TX
"RT @YugeMilo: Who Voted 2 Sell Your Public Land, @glennbeck, @tedcruz, @marcorubio, @RichLowry ?
reference:https://t.co/h6IQGg3U2H https://…",CA
RT @umbr52643: #Rick2016 proven solid leader &amp; got things done in a bipartisan #iacaucus  #We Pick Rick Donate and help out today! https://…,IL
RT @Gawker: Donald Trump supporters are “mostly childless single men who masturbate to anime” https://t.co/WI58h1oOw9 https://t.co/31qpYDvJ…,IL
RT @BlackAmPatriot: The Cult of Trump are losing their minds over the Glenn Beck Ted Cruz endorsement! HAAAAA!!!! #CRUZ2016 #CRUZCREW https…,TX
@realDonaldTrump I agree!!! Pella windows are truly BEST made especially triple ply glass.,FL
"Christians which one does God lead you to support?
https://t.co/Qq56K91B9S",VA
"@realDonaldTrump @megynkelly - Based on your demeanor you should not be aloud to run for office, sir!",OH
"RT @briansikma: ""If I am elected president, we will repeal every word of ObamaCare."" @tedcruz Ankeny, IA #CruzCrew #IowaCaucus",TX
Hispanic Millennials' Potential as Voting Bloc Huge. https://t.co/wvfNiWBrPt @VotoVision  @GOP @thedemocrats https://t.co/7PdLmtt6i5,NY
Hispanic Millennials' Potential as Voting Bloc Huge. https://t.co/wvfNiWBrPt @VotoVision  @GOP @thedemocrats https://t.co/7PdLmtt6i5,NY
"RT @HillaryClinton: To all the #Hillary2016 volunteers canvassing in the cold today: you are champions! 

(📷: @adinofacollege) https://t.co…",NH
Trump's deals won't benefit America; they will benefit Trump. Trump doesn't care about America; he cares about Trump.,AL
RT @TheBlazeNOW: BREAKING: @GlennBeck formally endorses @TedCruz for president while campaigning with him in Iowa. https://t.co/JpHTkrI4IE,IA
"RT @DLoesch: Wait, what? https://t.co/pwps9FtMVS",TX
RT @codyspearz: Trump and Hillary still think they stand a chance? https://t.co/C86P2ImIsA,TX
"RT @RadicalPopuist: @Snowden One is reminded of the Peter Griffin news segment ""What Grinds My Gears"" #FeelTheBern #Sanders2016 https://t.c…",FL
@Merryatrics @HillaryClinton you must be talking about @billclinton #PrisonForHillary,AZ
RT @NoWayNRA1: Yep. Anyone think the GOP wouldn't try to do that to the Dems? Get the word out folks. https://t.co/X56vuKDnTq,HI
